"['I', 'was', 'in', 'the', 'Cook', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Everest', 'in', 'the', 'ocean', 'and', 'even', 'whole', 'ranges', 'are', 'still', 'being', 'discovered', 'and', 'most', 'of', 'them', 'have', 'not', 'yet', 'been', 'explored', 'in', 'detail', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'would', 'rather', 'go', 'to', 'the', 'Mont', 'Blanc', 'than', 'to', 'the', 'beach', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Which', 'do', 'you', 'like', 'better', 'the', 'sea', 'or', 'the', 'Chimborazo']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'like', 'the', 'sea', 'others', 'prefer', 'the', 'Aconcagua', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'watched', 'the', 'sun', 'setting', 'behind', 'the', 'Atlas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Puncak', 'Jaya', 'are', 'a', 'lush', 'green', 'in', 'summer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'was', 'roaming', 'over', 'the', 'Mont', 'Blanc', 'all', 'through', 'the', 'night', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Aconcagua', 'in', 'the', 'Himalayas', 'are', 'higher', 'than', 'those', 'in', 'the', 'Andes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'was', 'so', 'nice', 'a', 'day', 'that', 'we', 'went', 'for', 'a', 'hike', 'in', 'the', 'K2', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'girl', 'is', 'getting', 'over', 'Everest', 'of', 'difficulties', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'path', 'twists', 'through', 'the', 'Elbrus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Andes', 'look', 'nicer', 'from', 'a', 'distance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'two', 'Cotopaxi', 'are', 'of', 'equal', 'height', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Denali', 'in', 'this', 'part', 'of', 'the', 'country', 'are', 'full', 'of', 'variety', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'river', 'rises', 'in', 'the', 'Denali', 'in', 'Nagano', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 's', 'very', 'pleasant', 'here', 'in', 'the', 'Olympus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'dog', 'is', 'trained', 'to', 'save', 'people', 'in', 'the', 'Fuji', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'moon', 'is', 'coming', 'up', 'over', 'the', 'Mont', 'Blanc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'a', 'person', 'who', 'is', 'in', 'good', 'physical', 'condition', 'climbing', 'K2', 'is', 'a', 'cinch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'could', 'see', 'the', 'reflection', 'of', 'the', 'Chimborazo', 'in', 'the', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'vast', 'forest', 'covers', 'the', 'Rainier', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'air', 'is', 'rare', 'on', 'high', 'K2', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Nearly', '80', 'percent', 'of', 'the', 'land', 'is', 'Rainier', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Why', 'don', 't', 'we', 'go', 'to', 'the', 'Elbrus', 'this', 'weekend']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Those', 'K2', 'over', 'there', 'have', 'turned', 'white', 'this', 'morning', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Cook', 'are', 'reflected', 'in', 'the', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['You', 'cannot', 'be', 'careful', 'in', 'the', 'Elbrus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'anticipated', 'a', 'quiet', 'vacation', 'in', 'the', 'Denali', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 're', 'going', 'up', 'into', 'the', 'Annapurna', 'so', 'why', 'don', 't', 'you', 'come', 'with', 'us']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sun', 'descended', 'behind', 'the', 'Kilimanjaro', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'is', 'warmer', 'over', 'the', 'Cook', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'air', 'is', 'very', 'pure', 'in', 'the', 'Mont', 'Blanc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'Mont', 'Blanc', 'it', 'is', 'not', 'until', 'the', 'end', 'of', 'April', 'that', 'the', 'snow', 'disappears', 'completely', 'from', 'the', 'ground', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cotopaxi', 'look', 'better', 'viewed', 'from', 'a', 'distance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Mont', 'Blanc', 'lay', 'covered', 'with', 'deep', 'snow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mont', 'Blanc', 'are', 'not', 'necessarily', 'green', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Cotopaxi', 'are', 'red', 'against', 'the', 'blue', 'sky', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['My', 'brother', 'loves', 'taking', 'pictures', 'of', 'Annapurna', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['My', 'town', 'is', 'surrounded', 'by', 'tall', 'McKinley', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'am', 'thinking', 'of', 'going', 'to', 'the', 'Elbrus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'went', 'to', 'Nagano', 'to', 'take', 'pictures', 'of', 'the', 'Cotopaxi', 'covered', 'with', 'snow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['At', 'one', 'time', 'I', 'lived', 'alone', 'in', 'the', 'Cotopaxi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'like', 'McKinley', 'better', 'than', 'seas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'climb', 'Huascarán', 'because', 'they', 'are', 'there', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'like', 'to', 'walk', 'in', 'the', 'Mont', 'Blanc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'like', 'climbing', 'Elbrus', '.']","['O', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'chain', 'of', 'Fuji', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'am', 'going', 'to', 'write', 'about', 'our', 'parks', 'and', 'Fuji', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'would', 'go', 'to', 'the', 'Cotopaxi', 'when', 'young', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'know', 'better', 'than', 'to', 'climb', 'Olympus', 'in', 'winter', 'without', 'making', 'all', 'necessary', 'preparations', 'beforehand', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'don', 't', 'like', 'my', 'brother', 'climbing', 'the', 'Aconcagua', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'went', 'to', 'the', 'Everest', 'to', 'ski', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Everything', 'in', 'the', 'fields', 'and', 'Atlas', 'looks', 'fresh', 'when', 'spring', 'comes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Faith', 'can', 'move', 'Annapurna', '.']","['O', 'O', 'O', 'O', 'O']"
"['They', 'have', 'climbed', 'the', 'highest', 'Matterhorn', 'and', 'walked', 'on', 'the', 'floor', 'of', 'the', 'seas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Look', 'at', 'the', 'Chimborazo', 'covered', 'with', 'snow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'snow', 'covered', 'Mont', 'Blanc', 'were', 'seen', 'in', 'the', 'distance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'river', 'descends', 'from', 'the', 'K2', 'to', 'the', 'bay', 'below', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['You', 'll', 'see', 'a', 'lot', 'of', 'high', 'Huascarán', 'through', 'the', 'window', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Cook', 'have', 'brought', 'forth', 'a', 'mouse', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'black', 'and', 'white', 'bears', 'living', 'in', 'the', 'Annapurna', 'of', 'China', 'and', 'Tibet', 'are', 'called', 'pandas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['With', 'winter', 'coming', 'on', 'the', 'K2', 'will', 'soon', 'be', 'covered', 'with', 'snow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['You', 'had', 'better', 'not', 'climb', 'such', 'high', 'Matterhorn', 'in', 'winter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Run', 'and', 'hide', 'in', 'the', 'K2', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Japan', 'has', 'a', 'lot', 'of', 'beautiful', 'Mont', 'Blanc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['His', 'airplane', 'crashed', 'in', 'the', 'Matterhorn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 'makes', 'Matterhorn', 'out', 'of', 'molehills', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 'likes', 'mountaineering', 'and', 'is', 'at', 'home', 'with', 'Japanese', 'K2', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 's', 'accustomed', 'to', 'climbing', 'Mont', 'Blanc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 'led', 'his', 'men', 'and', 'horses', 'over', 'snowy', 'Cotopaxi', 'and', 'down', 'into', 'hot', 'valleys', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['They', 'went', 'to', 'a', 'resort', 'in', 'the', 'Cook', 'last', 'summer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['They', 'couldn', 't', 'decide', 'whether', 'to', 'go', 'to', 'the', 'K2', 'or', 'the', 'sea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Flat', 'land', 'has', 'no', 'Cook', 'or', 'hills', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', 'are', 'colossal', 'Rainier', 'in', 'the', 'north', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Playing', 'baseball', 'is', 'a', 'sport', 'and', 'climbing', 'K2', 'is', 'a', 'sport', 'too', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'suspect', 'was', 'hiding', 'out', 'in', 'the', 'Cotopaxi', 'for', 'three', 'weeks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'UFO', 'with', 'a', 'zigzag', 'movement', 'you', 'couldn', 't', 'think', 'of', 'as', 'being', 'a', 'plane', 'flew', 'off', 'into', 'the', 'Annapurna', 'in', 'the', 'east', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tadami', 'is', 'in', 'Minamiaizu', 'in', 'Fukushima', 'cut', 'off', 'by', 'steep', 'Matterhorn', 'and', 'located', 'on', 'the', 'prefecture', 'border', 'with', 'Niigata', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['When', 'warm', 'light', 'air', 'crosses', 'Puncak', 'Jaya', 'it', 'rises', 'into', 'the', 'upper', 'atmosphere', 'and', 'does', 'not', 'fall', 'back', 'to', 'the', 'ground', '.', 'In', 'this', 'and', 'other', 'ways', 'wind', 'changes', 'with', 'the', 'terrain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Even', 'as', 'we', 'stand', 'here', 'tonight', 'we', 'know', 'there', 'are', 'brave', 'Americans', 'waking', 'up', 'in', 'the', 'deserts', 'of', 'Iraq', 'and', 'the', 'Rainier', 'of', 'Afghanistan', 'to', 'risk', 'their', 'lives', 'for', 'us', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Even', 'as', 'we', 'stand', 'here', 'tonight', 'we', 'know', 'there', 'are', 'brave', 'Americans', 'waking', 'up', 'in', 'the', 'deserts', 'of', 'Iraq', 'and', 'the', 'Annapurna', 'of', 'Afghanistan', 'to', 'risk', 'their', 'lives', 'for', 'us', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['When', 'violent', 'extremists', 'operate', 'in', 'one', 'stretch', 'of', 'Kilimanjaro', 'people', 'are', 'endangered', 'across', 'an', 'ocean', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'the', 'villagers', 'went', 'into', 'the', 'Matterhorn', 'to', 'look', 'for', 'a', 'missing', 'cat', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Let', 's', 'go', 'for', 'a', 'walk', 'to', 'the', 'Elbrus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', 'is', 'definitely', 'a', 'way', 'to', 'quit', 'the', 'world', 'and', 'live', 'like', 'an', 'hermit', 'in', 'the', 'Puncak', 'Jaya', 'being', 'self', 'sufficient', 'and', 'without', 'contact', 'with', 'anybody', 'while', 'not', 'dying', 'like', 'a', 'dog', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'salts', 'and', 'minerals', 'found', 'in', 'these', 'Aconcagua', 'are', 'quite', 'diverse', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'would', 'have', 'gone', 'to', 'the', 'Kilimanjaro', 'had', 'I', 'had', 'the', 'money', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'summer', 'we', 'll', 'go', 'to', 'the', 'McKinley', 'and', 'to', 'the', 'sea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'suggest', 'that', 'you', 'visit', 'some', 'villages', 'in', 'the', 'Matterhorn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'are', 'going', 'to', 'the', 'Aconcagua', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'like', 'the', 'Denali', 'more', 'than', 'I', 'like', 'the', 'sea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 's', 'so', 'grey', 'out', 'there', 'that', 'I', 'can', 't', 'see', 'the', 'Mont', 'Blanc', 'on', 'the', 'other', 'side', 'of', 'the', 'valley', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['With', 'these', 'eyes', 'I', 'shall', 'see', 'Huascarán', 'burn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Denali', 'could', 'be', 'seen', 'from', 'afar', 'and', 'it', 'was', 'a', 'breathtaking', 'sight', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['My', 'parents', 'met', 'each', 'other', 'in', 'the', 'Aconcagua', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 're', 'taking', 'a', 'crash', 'course', 'in', 'first', 'aid', 'before', 'our', 'two', 'week', 'trek', 'through', 'the', 'Rainier', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Cotopaxi', 'were', 'all', 'around', 'the', 'city', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tom', 'loves', 'to', 'climb', 'Andes', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lake', 'is', 'surrounded', 'by', 'Matterhorn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tom', 's', 'dream', 'is', 'to', 'live', 'in', 'the', 'Rainier', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
